"POSTAL_CODE","RANK","SCORE","DWELLINGS TOTAL","ACCUM. DWELLINGS","PT_DOG_%","PT_DOG_#","HHI over $100,000_%","HHI over $100,000_#"
L3T2Z6,1761,167,8,16959,26.93,2,72.13,6
M3B3G1,1762,167,11,16970,24.09,3,84.39,9
M3B3H8,1763,167,2,16972,24.09,0,84.39,2
M3B3E6,1764,167,16,16988,24.09,4,84.39,14
M3B2B5,1765,167,12,17000,24.09,3,84.39,10
M3B3G3,1766,167,11,17011,24.09,3,84.39,9
M3B3G2,1767,167,19,17030,24.09,5,84.39,16
M3B3G4,1768,167,9,17039,24.09,2,84.38,8
M3B3E7,1769,167,7,17046,24.09,2,84.38,6
M9A2Y3,1770,167,1,17047,28.58,0,64.93,1
M3B3E9,1771,167,10,17057,24.09,2,84.38,8
M3B1T4,1772,167,5,17062,24.09,1,84.38,4
M3B3H5,1773,167,1,17063,26.28,0,74.88,1
M5M3S4,1774,167,12,17075,27.98,3,67.49,8
M5P1Z5,1775,167,1,17076,26.87,0,72.29,1
M5P1X1,1776,167,4,17080,26.87,1,72.28,3
M5P1Y7,1777,167,2,17082,26.87,1,72.28,1
M5P1Y8,1778,167,3,17085,26.87,1,72.27,2
M5N2B3,1779,167,12,17097,26.14,3,75.43,9
M5P1Y5,1780,167,7,17104,26.87,2,72.27,5
M9R1E7,1781,167,5,17109,29.34,1,61.57,3
M5P3G6,1782,167,13,17122,26.87,3,72.27,9
M5P3E6,1783,167,7,17129,26.87,2,72.27,5
M5P1Y6,1784,167,2,17131,26.87,1,72.27,1
M5P3C7,1785,167,8,17139,26.87,2,72.26,6
M5P3E4,1786,167,10,17149,26.87,3,72.26,7
M5P3C5,1787,167,12,17161,26.87,3,72.26,9
M5P3E3,1788,167,12,17173,26.87,3,72.26,9
M5P1Z3,1789,167,4,17177,26.87,1,72.26,3
M5P3G4,1790,167,11,17188,26.87,3,72.26,8
M5P1X3,1791,167,2,17190,26.87,1,72.26,1
M5P1Y4,1792,167,5,17195,26.87,1,72.26,4
M5P3E5,1793,167,11,17206,26.87,3,72.26,8
M5P3G7,1794,167,13,17219,26.87,3,72.26,9
M3B1P2,1795,167,8,17227,26.28,2,74.81,6
M3B2G9,1796,167,6,17233,26.28,2,74.81,4
M3B1R8,1797,167,12,17245,26.28,3,74.81,9
M3B1R7,1798,167,9,17254,26.28,2,74.81,7
M3B2K2,1799,167,16,17270,26.28,4,74.81,12
M3B2G8,1800,167,27,17297,26.28,7,74.81,20
M3B1T9,1801,167,17,17314,26.28,4,74.81,13
M3B2G7,1802,167,10,17324,26.28,3,74.80,7
M3B2J4,1803,167,2,17326,26.28,1,74.80,1
M3B1T6,1804,167,9,17335,26.28,2,74.80,7
M3B2E9,1805,167,12,17347,26.28,3,74.80,9
M3B1P4,1806,167,7,17354,26.28,2,74.80,5
M3B1R9,1807,167,15,17369,26.28,4,74.80,11
M5P1Z6,1808,167,2,17371,26.87,1,72.23,1
M4R2C4,1809,167,9,17380,28.09,3,66.94,6
M5N2C8,1810,167,6,17386,28.09,2,66.94,4
M4R2C3,1811,167,6,17392,28.09,2,66.94,4
M4R1B6,1812,167,20,17412,28.09,6,66.94,13
M4R1B4,1813,167,19,17431,28.09,5,66.93,13
M4R1B8,1814,167,15,17446,28.09,4,66.93,10
M4R1B7,1815,167,17,17463,28.09,5,66.93,11
M4R1B5,1816,167,13,17476,28.09,4,66.93,9
M4R2C2,1817,167,6,17482,28.09,2,66.93,4
M5M4K2,1818,167,1,17483,27.78,0,68.26,1
M5M2Z9,1819,167,2,17485,28.75,1,64.05,1
M5M4J7,1820,167,5,17490,27.78,1,68.23,3
M5M4J6,1821,167,5,17495,27.78,1,68.22,3
M5M2G7,1822,167,8,17503,27.78,2,68.22,5
M5M2M9,1823,167,24,17527,27.78,7,68.22,16
M5M2P7,1824,167,28,17555,27.78,8,68.22,19
M5M2C3,1825,167,16,17571,27.78,4,68.22,11
L4J6Z1,1826,167,10,17581,25.74,3,77.06,8
M5M2L3,1827,167,27,17608,27.78,8,68.22,18
M5M2L4,1828,167,23,17631,27.78,6,68.22,16
M5M2G8,1829,167,13,17644,27.78,4,68.22,9
M5M2N1,1830,167,24,17668,27.78,7,68.22,16
M5M2G6,1831,167,9,17677,27.78,3,68.21,6
M5M2G9,1832,167,8,17685,27.78,2,68.21,5
L4J6Z3,1833,167,10,17695,25.74,3,77.05,8
M5M4J9,1834,167,5,17700,27.78,1,68.20,3
M5M4J8,1835,167,3,17703,27.78,1,68.20,2
M5M4G3,1836,167,3,17706,27.78,1,68.20,2
M5M4K4,1837,167,3,17709,27.78,1,68.20,2
M5M4J5,1838,167,2,17711,27.78,1,68.19,1
M4T2J6,1839,167,9,17720,25.37,2,78.55,7
M4T2K8,1840,167,7,17727,25.37,2,78.55,5
M4T1S9,1841,167,11,17738,25.37,3,78.55,9
M4T1V7,1842,167,8,17746,25.37,2,78.55,6
M4T1V6,1843,167,9,17755,25.37,2,78.55,7
M4T1T4,1844,167,18,17773,25.37,5,78.55,14
M4T1T2,1845,167,8,17781,25.37,2,78.55,6
M4T1V8,1846,167,43,17824,25.37,11,78.55,34
M4T1V3,1847,167,46,17870,25.37,12,78.55,36
M4T2H3,1848,167,8,17878,25.37,2,78.55,6
M4T2K7,1849,167,10,17888,25.37,3,78.55,8
M4T2C8,1850,167,8,17896,25.37,2,78.55,6
M6B1J3,1851,167,10,17906,26.77,3,72.48,7
M4T2J7,1852,167,3,17909,25.37,1,78.54,2
M4T2G5,1853,167,8,17917,25.37,2,78.54,6
M4T1T5,1854,167,3,17920,25.37,1,78.53,2
M6S3V3,1855,167,4,17924,28.50,1,64.97,3
L4J7A9,1856,167,10,17934,26.96,3,71.63,7
M6S3V2,1857,167,6,17940,28.50,2,64.95,4
M6C3J3,1858,167,3,17943,27.07,1,71.15,2
M6C1R8,1859,167,3,17946,27.07,1,71.13,2
M6C3J4,1860,167,7,17953,27.07,2,71.13,5
M6C1V5,1861,167,8,17961,27.07,2,71.13,6
M6C1R5,1862,167,15,17976,27.07,4,71.13,11
M6C1S1,1863,167,8,17984,27.07,2,71.13,6
M6C1W2,1864,167,11,17995,27.07,3,71.13,8
M6C3G2,1865,167,4,17999,27.07,1,71.12,3
M6C1R6,1866,167,18,18017,27.07,5,71.12,13
M6C1R9,1867,167,6,18023,27.07,2,71.12,4
M6C3G1,1868,167,16,18039,27.07,4,71.12,11
M6C1T4,1869,167,5,18044,27.07,1,71.12,4
M6C1R7,1870,167,24,18068,27.07,6,71.12,17
M6C1T9,1871,167,5,18073,27.07,1,71.12,4
M6C1W6,1872,167,4,18077,27.07,1,71.12,3
M6C3G6,1873,167,3,18080,27.07,1,71.12,2
M6C3G5,1874,167,5,18085,27.07,1,71.11,4
M6C1W8,1875,167,6,18091,27.07,2,71.11,4
M6C3C5,1876,167,2,18093,27.69,1,68.42,1
M6C1T3,1877,167,1,18094,27.07,0,71.08,1
M6C1V1,1878,167,1,18095,27.07,0,71.08,1
M2P1T9,1879,167,1,18096,26.26,0,74.58,1
M6C3H4,1880,167,3,18099,27.69,1,68.38,2
M6C2G8,1881,167,8,18107,27.69,2,68.37,5
M6C2G9,1882,167,14,18121,27.69,4,68.37,10
M6C2G2,1883,167,15,18136,27.69,4,68.37,10
M6C2G1,1884,167,15,18151,27.69,4,68.37,10
M6C3C7,1885,167,4,18155,27.69,1,68.37,3
M6C2E9,1886,167,7,18162,27.69,2,68.36,5
M6C3C6,1887,167,3,18165,27.69,1,68.36,2
M6C2E8,1888,167,9,18174,27.69,2,68.36,6
M6C3C8,1889,167,4,18178,27.69,1,68.34,3
M5M1M5,1890,167,44,18222,26.92,12,71.66,32
M5M1P4,1891,167,45,18267,26.92,12,71.66,32
M4N1V8,1892,167,11,18278,27.67,3,68.37,8
M4N2R9,1893,167,7,18285,27.67,2,68.36,5
M4N1W1,1894,167,5,18290,27.67,1,68.36,3
M4N1S4,1895,167,9,18299,27.67,2,68.36,6
M4N2S2,1896,167,17,18316,27.67,5,68.36,12
M4N1S7,1897,167,10,18326,27.67,3,68.35,7
M4N2S1,1898,167,11,18337,27.67,3,68.35,8
M4N1S3,1899,167,12,18349,27.67,3,68.35,8
M4N2V1,1900,167,14,18363,27.67,4,68.35,10
M4N1W3,1901,167,7,18370,27.67,2,68.35,5
M4N1V7,1902,167,14,18384,27.67,4,68.35,10
M4N2V2,1903,167,14,18398,27.67,4,68.35,10
M4N1S6,1904,167,7,18405,27.67,2,68.35,5
M5M3N7,1905,167,4,18409,27.93,1,67.22,3
M4N1Y7,1906,167,34,18443,28.36,10,65.30,22
M4N1X4,1907,167,30,18473,28.36,9,65.30,20
M4N2Y3,1908,167,4,18477,28.36,1,65.30,3
L4J6Z4,1909,167,16,18493,25.64,4,77.05,12
L3T5M7,1910,167,31,18524,27.49,9,69.01,21
L3T5M4,1911,167,31,18555,27.49,9,69.01,21
L3T5J4,1912,167,20,18575,27.49,5,69.00,14
L3T5M5,1913,167,5,18580,27.49,1,69.00,3
M8Z6C9,1914,167,15,18595,25.93,4,75.76,11
L3T5J2,1915,167,11,18606,27.49,3,69.00,8
L3T5M3,1916,167,17,18623,27.49,5,69.00,12
M5M1W6,1917,167,16,18639,27.12,4,70.59,11
M5M1T3,1918,167,19,18658,27.12,5,70.58,13
M4N2Y8,1919,166,3,18661,25.12,1,79.21,2
M4N2W2,1920,166,1,18662,25.12,0,79.20,1
M4N3C6,1921,166,12,18674,25.12,3,79.20,10
M4N2C8,1922,166,7,18681,25.12,2,79.19,6
M4N2B9,1923,166,25,18706,25.12,6,79.19,20
M4N2V9,1924,166,1,18707,25.12,0,79.19,1
M4N2B2,1925,166,26,18733,25.12,7,79.19,21
M4N2C2,1926,166,10,18743,25.12,3,79.19,8
M4N3C7,1927,166,5,18748,25.12,1,79.19,4
M4N2A2,1928,166,29,18777,25.12,7,79.19,23
M4N2C7,1929,166,17,18794,25.12,4,79.19,13
M4W2Y4,1930,166,5,18799,22.22,1,91.75,5
M4N2C1,1931,166,16,18815,25.12,4,79.18,13
M4N2B3,1932,166,15,18830,25.12,4,79.18,12
M9P2A9,1933,166,1,18831,28.13,0,66.14,1
M9P3T9,1934,166,79,18910,28.13,22,66.14,52
M6B3E6,1935,166,2,18912,26.58,1,72.83,1
M4N3C5,1936,166,1,18913,25.12,0,79.13,1
M4N2V5,1937,166,3,18916,28.37,1,65.05,2
M5M1N3,1938,166,11,18927,28.39,3,64.95,7
M4W2A4,1939,166,9,18936,23.39,2,86.60,8
M5M1N2,1940,166,11,18947,28.38,3,64.94,7
L4J4V3,1941,166,10,18957,27.81,3,67.41,7
L4J4V6,1942,166,15,18972,27.81,4,67.41,10
L4J4V1,1943,166,11,18983,27.81,3,67.41,7
L4J8B1,1944,166,28,19011,27.98,8,66.66,19
L4J7W4,1945,166,46,19057,27.98,13,66.66,31
L4J8B3,1946,166,39,19096,27.98,11,66.66,26
M6H3K2,1947,166,24,19120,26.06,6,74.97,18
M4N0A4,1948,166,126,19246,24.13,30,83.22,105
M4G4H5,1949,166,5,19251,27.43,1,68.91,3
M2J1G4,1950,166,13,19264,26.97,4,70.90,9
M2J1C2,1951,166,9,19273,26.97,2,70.90,6
M2J1C6,1952,166,11,19284,26.97,3,70.90,8
M2J1B9,1953,166,16,19300,26.97,4,70.90,11
M2J1C1,1954,166,14,19314,26.97,4,70.90,10
M2J1G5,1955,166,22,19336,26.97,6,70.89,16
M2J1B8,1956,166,30,19366,26.97,8,70.89,21
M2J1H4,1957,166,10,19376,26.97,3,70.89,7
M2J1H6,1958,166,2,19378,26.97,1,70.89,1
M2J1B2,1959,166,9,19387,26.97,2,70.89,6
M2J1B7,1960,166,15,19402,26.97,4,70.89,11
M2J1G1,1961,166,5,19407,26.97,1,70.88,4
M6B4E9,1962,166,1,19408,28.29,0,65.15,1
M5N2E8,1963,166,21,19429,27.79,6,67.32,14
M5N1L5,1964,166,42,19471,27.79,12,67.31,28
M5N1M8,1965,166,48,19519,27.79,13,67.31,32
M5N1M2,1966,166,44,19563,27.79,12,67.31,30
M2J1B1,1967,166,4,19567,26.95,1,70.91,3
M5M1K5,1968,166,27,19594,26.60,7,72.38,20
M5M1H9,1969,166,10,19604,26.60,3,72.38,7
L4J7T8,1970,166,37,19641,28.43,11,64.45,24
M5M4H7,1971,166,1,19642,26.66,0,72.08,1
M5M1R8,1972,166,19,19661,26.67,5,72.04,14
M5M1L9,1973,166,31,19692,26.67,8,72.04,22
M5M1V3,1974,166,21,19713,26.67,6,72.04,15
M5M4H9,1975,166,6,19719,26.67,2,72.03,4
M5M4E3,1976,166,3,19722,26.67,1,72.02,2
M9A1R9,1977,166,5,19727,26.89,1,71.06,4
M5M4E2,1978,166,4,19731,26.66,1,72.05,3
M5M1S1,1979,166,20,19751,26.66,5,72.04,14
M5M1R9,1980,166,21,19772,26.66,6,72.04,15
M5M1N8,1981,166,18,19790,26.66,5,72.04,13
M5M1N7,1982,166,22,19812,26.66,6,72.04,16
M5M1N6,1983,166,23,19835,26.66,6,72.04,17
M5N1Z7,1984,166,4,19839,25.87,1,75.45,3
M5N1W9,1985,166,6,19845,25.87,2,75.45,5
M5N1W6,1986,166,4,19849,25.87,1,75.45,3
M5M4H5,1987,166,1,19850,26.67,0,71.98,1
M5N2S9,1988,166,4,19854,25.87,1,75.44,3
M5N2T1,1989,166,5,19859,25.87,1,75.44,4
M5N2V2,1990,166,3,19862,25.87,1,75.44,2
M5N1Z6,1991,166,4,19866,25.87,1,75.44,3
M5N1Y4,1992,166,5,19871,25.87,1,75.44,4
M9A3J4,1993,166,10,19881,26.30,3,73.57,7
M5N2C1,1994,166,11,19892,25.87,3,75.43,8
M5N1Z1,1995,166,14,19906,25.87,4,75.43,11
M5N2T6,1996,166,3,19909,25.87,1,75.43,2
M5N1Y9,1997,166,10,19919,25.87,3,75.43,8
M5N1Y3,1998,166,7,19926,25.87,2,75.43,5
L3T4H5,1999,166,24,19950,27.50,7,68.37,16
M5N2T4,2000,166,5,19955,25.87,1,75.43,4
M8Y3X7,2001,166,2,19957,27.65,1,67.69,1
M5P1H7,2002,166,7,19964,27.47,2,68.47,5
M5P2H7,2003,166,14,19978,27.47,4,68.47,10
M5P1H8,2004,166,4,19982,27.47,1,68.47,3
M4R1W7,2005,166,4,19986,24.12,1,82.98,3
M5P2E6,2006,166,17,20003,27.47,5,68.46,12
M5P2G3,2007,166,11,20014,27.47,3,68.46,8
M5P1G7,2008,166,6,20020,27.47,2,68.46,4
M5P1H9,2009,166,5,20025,27.47,1,68.46,3
M8Y4G2,2010,166,1,20026,27.65,0,67.68,1
M8Y2K1,2011,166,16,20042,27.65,4,67.67,11
M8Y2L3,2012,166,53,20095,27.65,15,67.67,36
M8Y2L2,2013,166,18,20113,27.65,5,67.67,12
M8Y3X4,2014,166,6,20119,27.65,2,67.66,4
M8Y2L6,2015,166,1,20120,27.64,0,67.68,1
M8Y4A4,2016,166,3,20123,27.65,1,67.63,2
M8X1A2,2017,166,35,20158,27.64,10,67.67,24
M4S1J9,2018,166,21,20179,26.56,6,72.32,15
M8Y4G3,2019,166,1,20180,27.64,0,67.64,1
L3T1G2,2020,166,9,20189,26.98,2,70.43,6
M4R1V9,2021,166,3,20192,26.44,1,72.74,2
M4R2A5,2022,166,9,20201,26.44,2,72.73,7
M4R1J6,2023,166,47,20248,26.44,12,72.73,34
M4R1H9,2024,166,37,20285,26.44,10,72.73,27
M4R1K1,2025,166,45,20330,26.44,12,72.73,33
M4R1J7,2026,166,47,20377,26.44,12,72.73,34
M9A3T5,2027,166,18,20395,29.06,5,61.37,11
M4R2H3,2028,166,1,20396,26.44,0,72.70,1
M5R2Y5,2029,166,1,20397,25.39,0,77.23,1
M5P2V1,2030,166,12,20409,23.74,3,84.37,10
M5P2X1,2031,166,11,20420,23.74,3,84.37,9
M5P2T8,2032,166,8,20428,23.74,2,84.37,7
M5P1M6,2033,166,5,20433,23.74,1,84.36,4
M5P1L4,2034,166,7,20440,23.73,2,84.39,6
M5P2T4,2035,166,6,20446,23.73,1,84.38,5
M5P2S3,2036,166,7,20453,23.73,2,84.38,6
M5P2S5,2037,166,11,20464,23.73,3,84.38,9
M5P2T5,2038,166,9,20473,23.73,2,84.37,8
M5P2T7,2039,166,14,20487,23.73,3,84.37,12
M5P2T9,2040,166,10,20497,23.73,2,84.37,8
M5P2P9,2041,166,7,20504,23.73,2,84.37,6
M5P2R2,2042,166,4,20508,23.73,1,84.37,3
M5P2R1,2043,166,5,20513,23.73,1,84.37,4
M5P2R4,2044,166,2,20515,23.73,0,84.37,2
M5P1L2,2045,166,1,20516,23.74,0,84.32,1
M5R1Z8,2046,166,10,20526,25.39,3,77.11,8
M5R3A1,2047,166,19,20545,25.39,5,77.11,15
L3T5M6,2048,166,22,20567,27.34,6,68.61,15
M5M3N6,2049,166,2,20569,27.65,1,67.24,1
M5M3T9,2050,166,4,20573,27.65,1,67.23,3
M5M1P7,2051,166,19,20592,27.65,5,67.23,13
M5M1W4,2052,166,31,20623,27.65,9,67.23,21
M5M1T2,2053,166,21,20644,27.65,6,67.23,14
M5M1W3,2054,166,39,20683,27.65,11,67.23,26
M5M1T1,2055,166,36,20719,27.65,10,67.23,24
M5M3V3,2056,166,4,20723,27.65,1,67.23,3
M5M3T7,2057,166,3,20726,27.64,1,67.26,2
M5M3T5,2058,166,3,20729,25.58,1,76.16,2
M8Y4B3,2059,166,3,20732,29.37,1,59.74,2
M8Y3W3,2060,166,8,20740,29.37,2,59.74,5
M5M3N3,2061,166,3,20743,25.58,1,76.16,2
M8Y2E5,2062,166,15,20758,29.37,4,59.74,9
M8Y2E6,2063,166,14,20772,29.37,4,59.74,8
M8Y1Z6,2064,166,16,20788,29.37,5,59.73,10
M8Y2G4,2065,166,21,20809,29.37,6,59.73,13
M5M1L3,2066,166,19,20828,25.58,5,76.15,14
M5M1J5,2067,166,22,20850,25.58,6,76.15,17
M5M1J6,2068,166,23,20873,25.58,6,76.15,18
M5M1G8,2069,166,17,20890,25.58,4,76.15,13
M5M1J4,2070,166,38,20928,25.58,10,76.15,29
M5M1J3,2071,166,44,20972,25.58,11,76.15,34
M5M1G6,2072,166,41,21013,25.58,10,76.15,31
M5M1L1,2073,166,46,21059,25.58,12,76.15,35
M5M3T6,2074,166,1,21060,25.58,0,76.14,1
L4J7K6,2075,166,11,21071,26.79,3,70.89,8
M5M3T4,2076,166,4,21075,25.58,1,76.14,3
M6B2T6,2077,166,5,21080,26.97,1,70.11,4
M6B2W7,2078,166,7,21087,26.97,2,70.11,5
M8Y3W4,2079,166,5,21092,29.37,1,59.71,3
M5M3V9,2080,165,5,21097,26.45,1,72.33,4
M6B4J6,2081,165,26,21123,27.29,7,68.67,18
M9B3G2,2082,165,2,21125,28.21,1,64.67,1
M9B3E9,2083,165,2,21127,28.21,1,64.67,1
M9B5K7,2084,165,2,21129,28.21,1,64.67,1
M9B3G3,2085,165,3,21132,28.21,1,64.66,2
M9B5Z8,2086,165,9,21141,28.21,3,64.66,6
M9B5K5,2087,165,7,21148,28.21,2,64.66,5
M9B3H2,2088,165,13,21161,28.21,4,64.66,8
M9B3H1,2089,165,8,21169,28.21,2,64.66,5
M9B6A2,2090,165,16,21185,28.21,5,64.66,10
M9B5Z2,2091,165,19,21204,28.21,5,64.65,12
M9B6A3,2092,165,8,21212,28.21,2,64.65,5
M9B3G6,2093,165,10,21222,28.21,3,64.65,6
M9B5Z9,2094,165,10,21232,28.21,3,64.65,6
M5P1K8,2095,165,3,21235,23.53,1,84.92,3
M9B5K4,2096,165,7,21242,28.21,2,64.65,5
M9B5K6,2097,165,7,21249,28.21,2,64.65,5
M5N2Y1,2098,165,9,21258,27.35,2,68.36,6
M5N2Y5,2099,165,7,21265,27.35,2,68.35,5
M5N1Y8,2100,165,12,21277,27.35,3,68.35,8
M5N2W7,2101,165,12,21289,27.35,3,68.35,8
M5N2B1,2102,165,12,21301,27.35,3,68.35,8
M5N1Y7,2103,165,15,21316,27.35,4,68.35,10
M5N2W6,2104,165,1,21317,27.35,0,68.35,1
M5N3A4,2105,165,1,21318,27.35,0,68.35,1
M5N2A7,2106,165,2,21320,27.35,1,68.35,1
M5N1Z4,2107,165,13,21333,27.35,4,68.35,9
M5N2W5,2108,165,18,21351,27.35,5,68.35,12
M8X2A9,2109,165,2,21353,28.54,1,63.19,1
M5N1Z5,2110,165,11,21364,27.35,3,68.35,8
M5N2Y4,2111,165,3,21367,27.35,1,68.34,2
M8Y4A9,2112,165,4,21371,27.16,1,69.16,3
M8X1Z7,2113,165,4,21375,28.54,1,63.18,3
M8Y3Z6,2114,165,3,21378,27.16,1,69.16,2
M8X1Z4,2115,165,9,21387,28.54,3,63.18,6
M8Y3Z8,2116,165,3,21390,27.16,1,69.15,2
M8Y2G6,2117,165,11,21401,27.16,3,69.15,8
M8X1M7,2118,165,16,21417,28.54,5,63.17,10
M8X1J7,2119,165,9,21426,28.54,3,63.17,6
M8X1J8,2120,165,6,21432,28.54,2,63.17,4
M8X1K5,2121,165,10,21442,28.54,3,63.17,6
M8X1Z6,2122,165,7,21449,28.54,2,63.17,4
M8X1K4,2123,165,14,21463,28.54,4,63.17,9
M8Y2A9,2124,165,8,21471,27.16,2,69.15,6
M5N2A6,2125,165,3,21474,27.35,1,68.32,2
M8X1Z8,2126,165,2,21476,28.54,1,63.17,1
M5M1K7,2127,165,41,21517,26.58,11,71.66,29
M8Y2A2,2128,165,9,21526,27.16,2,69.14,6
M8Y2A3,2129,165,9,21535,27.16,2,69.14,6
M2K1G2,2130,165,9,21544,25.52,2,76.24,7
M8Y4A8,2131,165,2,21546,27.16,1,69.13,1
M5M1Y7,2132,165,45,21591,27.78,13,66.40,30
M9B4P3,2133,165,2,21593,28.13,1,64.88,1
M9B4P4,2134,165,8,21601,28.13,2,64.87,5
M9B4P5,2135,165,8,21609,28.13,2,64.87,5
M9B4P6,2136,165,17,21626,28.13,5,64.87,11
M9B2A5,2137,165,13,21639,28.13,4,64.86,8
M9B4P9,2138,165,19,21658,28.13,5,64.86,12
M5M1W8,2139,165,10,21668,28.11,3,64.95,6
M4S2L4,2140,165,9,21677,27.38,2,68.05,6
M4S1R7,2141,165,10,21687,27.38,3,68.05,7
M4S1T7,2142,165,23,21710,27.38,6,68.04,16
M4S1R6,2143,165,23,21733,27.38,6,68.04,16
M8X2Y8,2144,165,7,21740,26.34,2,72.48,5
M9B2B6,2145,165,5,21745,28.11,1,64.81,3
M9B4R1,2146,165,26,21771,28.11,7,64.81,17
M9B5B2,2147,165,11,21782,28.11,3,64.78,7
M9A1X4,2148,165,8,21790,27.38,2,67.91,5
M9A1W7,2149,165,8,21798,27.38,2,67.91,5
M9A2P3,2150,165,12,21810,27.38,3,67.91,8
M9A3M6,2151,165,14,21824,27.38,4,67.90,10
M9A2N1,2152,165,15,21839,27.38,4,67.90,10
M9A2P1,2153,165,10,21849,27.38,3,67.90,7
M9A2N9,2154,165,21,21870,27.38,6,67.90,14
M9A1X9,2155,165,10,21880,27.38,3,67.90,7
M9A2P5,2156,165,2,21882,27.38,1,67.90,1
M9A2N8,2157,165,5,21887,27.38,1,67.90,3
M9A1X2,2158,165,8,21895,27.38,2,67.90,5
M9A1X3,2159,165,8,21903,27.38,2,67.90,5
M9A1V6,2160,165,1,21904,27.38,0,67.90,1
M9A1X1,2161,165,6,21910,27.38,2,67.90,4
M9A2P2,2162,165,2,21912,27.38,1,67.89,1
M9A1X7,2163,165,3,21915,27.38,1,67.89,2
M9A2P4,2164,165,2,21917,27.38,1,67.89,1
M9A1V9,2165,165,2,21919,27.38,1,67.89,1
M5M1K6,2166,165,29,21948,26.34,8,72.38,21
M5M1M4,2167,165,32,21980,26.34,8,72.38,23
M6B4J7,2168,165,1,21981,26.86,0,70.12,1
M9A1Y3,2169,165,1,21982,27.38,0,67.84,1
M2N4X8,2170,165,2,21984,27.07,1,69.18,1
M9A4P7,2171,165,2,21986,26.21,1,72.91,1
M5M1M3,2172,165,30,22016,26.33,8,72.38,22
M2N4X1,2173,165,3,22019,27.07,1,69.17,2
M9A4G3,2174,165,7,22026,26.21,2,72.89,5
M4N1W2,2175,165,29,22055,27.69,8,66.48,19
M9A4P4,2176,165,5,22060,26.21,1,72.89,4
M9A4G7,2177,165,11,22071,26.21,3,72.89,8
M9A4P6,2178,165,31,22102,26.21,8,72.89,23
M9A4P8,2179,165,5,22107,26.21,1,72.89,4
M9A4G5,2180,165,18,22125,26.21,5,72.89,13
M2N2X3,2181,165,12,22137,27.07,3,69.16,8
M9A4P5,2182,165,40,22177,26.21,10,72.89,29
M2N2Y2,2183,165,11,22188,27.07,3,69.16,8
M9A3G6,2184,165,4,22192,26.21,1,72.88,3
M9A4G4,2185,165,7,22199,26.21,2,72.88,5
M2N2V5,2186,165,16,22215,27.07,4,69.15,11
M9A4G2,2187,165,5,22220,26.21,1,72.88,4
M2N2Y3,2188,165,14,22234,27.07,4,69.15,10
M9A4C3,2189,165,1,22235,26.21,0,72.88,1
M2N2W4,2190,165,2,22237,27.07,1,69.15,1
M2N2X6,2191,165,2,22239,27.07,1,69.15,1
M2N2X4,2192,165,9,22248,27.07,2,69.15,6
M2N4W8,2193,165,11,22259,27.07,3,69.15,8
M4R1X1,2194,165,1,22260,26.28,0,72.56,1
M4R1N5,2195,165,15,22275,26.29,4,72.51,11
M4R1P5,2196,165,12,22287,26.29,3,72.51,9
M4R1N4,2197,165,14,22301,26.29,4,72.51,10
M4R1P6,2198,165,16,22317,26.29,4,72.51,12
M2N4W9,2199,165,2,22319,27.07,1,69.12,1
M4R1W8,2200,165,2,22321,26.28,1,72.52,1
M5M3K8,2201,165,4,22325,27.61,1,66.75,3
M5M3N9,2202,165,4,22329,27.61,1,66.74,3
M4R1R6,2203,165,3,22332,26.28,1,72.50,2
L3T4L4,2204,165,3,22335,27.23,1,68.38,2
L3T4V3,2205,165,10,22345,27.23,3,68.38,7
L3T4L5,2206,165,9,22354,27.23,2,68.37,6
L3T4H4,2207,165,17,22371,27.23,5,68.37,12
L3T4G2,2208,165,7,22378,27.23,2,68.37,5
L3T4J7,2209,165,1,22379,27.23,0,68.37,1
L4J7V2,2210,165,28,22407,26.49,7,71.57,20
L3T4V4,2211,165,10,22417,27.23,3,68.37,7
M9A2R9,2212,165,11,22428,27.31,3,68.01,7
M5M1Y8,2213,165,36,22464,27.60,10,66.74,24
M5M1W1,2214,165,44,22508,27.60,12,66.74,29
M5M3N8,2215,165,5,22513,27.60,1,66.74,3
M5P2G4,2216,165,11,22524,27.20,3,68.47,8
M5M3K6,2217,165,7,22531,27.60,2,66.73,5
M5P1G5,2218,165,8,22539,27.20,2,68.47,5
M5P1H6,2219,165,8,22547,27.20,2,68.46,5
M5P2E4,2220,165,11,22558,27.20,3,68.46,8
M9B2X7,2221,165,2,22560,28.55,1,62.60,1
M2N6H6,2222,165,4,22564,27.69,1,66.32,3
M9B5H2,2223,165,2,22566,28.55,1,62.59,1
M6J1B2,2224,165,25,22591,25.25,6,76.88,19
M9B5J6,2225,165,2,22593,28.55,1,62.58,1
M6J1A2,2226,165,17,22610,25.25,4,76.87,13
M6J1A1,2227,165,18,22628,25.25,5,76.87,14
M9B2X9,2228,165,9,22637,28.55,3,62.57,6
M9B5J5,2229,165,3,22640,28.55,1,62.57,2
M9B2Y8,2230,165,10,22650,28.55,3,62.57,6
M9B3N9,2231,165,1,22651,28.55,0,62.57,1
M9B2Y6,2232,165,3,22654,28.55,1,62.56,2
M9B2Z2,2233,165,17,22671,28.55,5,62.56,11
M9B2X8,2234,165,18,22689,28.55,5,62.56,11
M9B2Y4,2235,165,27,22716,28.55,8,62.56,17
M9B2V8,2236,165,5,22721,28.55,1,62.56,3
M9B2Y5,2237,165,18,22739,28.55,5,62.56,11
