"POSTAL_CODE","RANK","SCORE","DWELLINGS TOTAL","ACCUM. DWELLINGS","PT_DOG_%","PT_DOG_#","HHI over $100,000_%","HHI over $100,000_#"
L4J1K1,1285,169,7,12323,25.80,2,79.60,6
M8X2T4,1286,169,5,12328,28.58,1,67.53,3
L4J1J9,1287,169,4,12332,25.80,1,79.57,3
M8Y2N3,1288,169,16,12348,27.96,4,70.19,11
M8Y3V3,1289,169,11,12359,27.96,3,70.19,8
M8Y3P3,1290,169,13,12372,27.96,4,70.19,9
M9A5A7,1291,169,17,12389,26.43,4,76.81,13
M4G0A9,1292,169,11,12400,29.01,3,65.63,7
M4G2C4,1293,169,7,12407,28.22,2,69.04,5
M9A3Z6,1294,169,21,12428,26.77,6,75.30,16
M9A4A1,1295,169,7,12435,26.77,2,75.29,5
M9A3J1,1296,169,6,12441,26.77,2,75.29,5
L4J4V8,1297,169,10,12451,27.13,3,73.70,7
M2P1G4,1298,169,16,12467,25.97,4,78.66,13
M2P1H7,1299,169,14,12481,25.97,4,78.66,11
M2P1G3,1300,169,17,12498,25.97,4,78.66,13
M2L1K5,1301,169,8,12506,25.97,2,78.66,6
M2P1C4,1302,169,15,12521,25.97,4,78.66,12
M2P1E3,1303,169,9,12530,25.97,2,78.65,7
M2L1K7,1304,169,13,12543,25.97,3,78.65,10
M2P1C2,1305,169,13,12556,25.97,3,78.65,10
M2P1E5,1306,169,13,12569,25.97,3,78.65,10
M2P1E4,1307,169,17,12586,25.97,4,78.65,13
M2P1C5,1308,169,12,12598,25.97,3,78.65,9
M2P1C3,1309,169,9,12607,25.97,2,78.65,7
M9B5K2,1310,169,1,12608,26.93,0,74.45,1
M9B3G4,1311,169,2,12610,26.93,1,74.43,1
M9B5X3,1312,169,1,12611,26.93,0,74.43,1
M9B5X7,1313,169,4,12615,26.93,1,74.43,3
M9B3C2,1314,169,5,12620,26.93,1,74.42,4
M9B3C1,1315,169,5,12625,26.93,1,74.42,4
M9B5X9,1316,169,4,12629,26.93,1,74.42,3
M9B3E4,1317,169,13,12642,26.93,4,74.41,10
M9B3C5,1318,169,7,12649,26.93,2,74.41,5
M9B5K3,1319,169,17,12666,26.93,5,74.41,13
M9B5X8,1320,169,18,12684,26.93,5,74.41,13
M9B5Y5,1321,169,1,12685,26.93,0,74.41,1
M9B3B7,1322,169,19,12704,26.93,5,74.41,14
M9B5X5,1323,169,18,12722,26.93,5,74.41,13
M9B5Y2,1324,169,2,12724,26.93,1,74.40,1
M9B3G1,1325,169,8,12732,26.93,2,74.40,6
M9B5Y3,1326,169,4,12736,26.93,1,74.39,3
M9B5X4,1327,169,2,12738,26.93,1,74.39,1
M4G1C6,1328,169,7,12745,26.35,2,76.89,5
M2N5K8,1329,169,1,12746,24.24,0,85.96,1
M6C1W3,1330,169,10,12756,27.36,3,72.42,7
M2N3Z6,1331,169,5,12761,24.24,1,85.93,4
M8X2T1,1332,169,6,12767,28.61,2,66.99,4
M2N5H3,1333,169,2,12769,24.24,0,85.92,2
M2N3X8,1334,169,13,12782,24.24,3,85.92,11
M2N3V8,1335,169,13,12795,24.24,3,85.92,11
M2N5K9,1336,169,10,12805,24.24,2,85.92,9
M2N3X7,1337,169,14,12819,24.24,3,85.92,12
M2N6R1,1338,169,2,12821,24.24,0,85.92,2
M2N3X9,1339,169,13,12834,24.24,3,85.92,11
M2N3V6,1340,169,11,12845,24.24,3,85.91,9
M2N3S8,1341,169,15,12860,24.24,4,85.91,13
M2N3V7,1342,169,10,12870,24.24,2,85.91,9
M2N3Z7,1343,169,14,12884,24.24,3,85.91,12
M2N3V9,1344,169,8,12892,24.24,2,85.91,7
M2N3S9,1345,169,10,12902,24.24,2,85.91,9
M2N3S7,1346,169,13,12915,24.24,3,85.91,11
M2N3P8,1347,169,14,12929,24.24,3,85.91,12
M2N5L1,1348,169,5,12934,24.24,1,85.90,4
M2N3X6,1349,169,5,12939,24.24,1,85.90,4
M2N6P2,1350,169,1,12940,24.24,0,85.89,1
M9A3L5,1351,169,8,12948,25.31,2,81.21,6
M5N2H2,1352,169,19,12967,26.03,5,78.06,15
M6C3H3,1353,169,3,12970,27.04,1,73.52,2
M4N3M1,1354,169,4,12974,25.29,1,81.03,3
M4N3L5,1355,169,7,12981,25.29,2,81.03,6
M4P2T3,1356,169,5,12986,25.29,1,81.03,4
M4P2S7,1357,169,4,12990,25.29,1,81.02,3
M4P2R2,1358,169,5,12995,25.29,1,81.02,4
M4P1W9,1359,169,5,13000,25.29,1,81.02,4
M4N3M4,1360,169,5,13005,25.29,1,81.02,4
M4N3J6,1361,169,8,13013,25.29,2,81.02,6
M4P1W5,1362,169,5,13018,25.29,1,81.02,4
M4P2T4,1363,169,4,13022,25.29,1,81.02,3
M4P2S6,1364,169,4,13026,25.29,1,81.02,3
M4N3L6,1365,169,21,13047,25.29,5,81.02,17
M4P1X4,1366,169,6,13053,25.29,2,81.02,5
M4N3H8,1367,169,8,13061,25.29,2,81.02,6
M4N3J5,1368,169,25,13086,25.29,6,81.02,20
M4N1A8,1369,169,8,13094,25.29,2,81.02,6
M4N3L7,1370,169,8,13102,25.29,2,81.02,6
M4P2V2,1371,169,5,13107,25.29,1,81.02,4
M4P1W7,1372,169,4,13111,25.29,1,81.02,3
M4N3L8,1373,169,4,13115,25.29,1,81.01,3
M4N1B4,1374,169,12,13127,25.29,3,81.01,10
M9B4Y9,1375,169,1,13128,26.75,0,74.69,1
M4N3J4,1376,169,2,13130,25.29,1,81.01,2
M4N1B1,1377,169,6,13136,25.29,2,81.01,5
M4P1W3,1378,169,17,13153,25.29,4,81.01,14
M4N3M3,1379,169,10,13163,25.29,3,81.01,8
M4N3L4,1380,169,10,13173,25.29,3,81.01,8
M4P2P4,1381,169,4,13177,25.29,1,81.01,3
M4N0A1,1382,169,1,13178,25.29,0,81.01,1
M4N3H7,1383,169,6,13184,25.29,2,81.01,5
M4P1X2,1384,169,6,13190,25.29,2,81.01,5
M4P2V1,1385,169,6,13196,25.29,2,81.01,5
M4N3L9,1386,169,7,13203,25.29,2,81.01,6
M4P2T9,1387,169,3,13206,25.29,1,81.01,2
M4P1X6,1388,169,4,13210,25.29,1,81.01,3
M4N3P3,1389,169,6,13216,25.29,2,81.01,5
M4P2R3,1390,169,4,13220,25.29,1,81.01,3
M4P2S2,1391,169,6,13226,25.29,2,81.00,5
M4P2P3,1392,169,5,13231,25.29,1,81.00,4
M4G2X9,1393,169,1,13232,29.04,0,64.75,1
M4P2S1,1394,169,4,13236,25.29,1,81.00,3
M4N3M2,1395,169,2,13238,25.29,1,80.99,2
M8X2R7,1396,169,3,13241,26.29,1,76.65,2
M4G2Y2,1397,169,4,13245,29.04,1,64.73,3
M4G2Y6,1398,169,18,13263,29.04,5,64.73,12
M4G2Y3,1399,169,3,13266,29.04,1,64.73,2
M8X2S6,1400,169,4,13270,26.29,1,76.63,3
M8X1X1,1401,169,3,13273,26.29,1,76.62,2
M4G2Y1,1402,169,2,13275,29.04,1,64.68,1
M8X2R5,1403,169,10,13285,26.28,3,76.63,8
M8X2S7,1404,169,11,13296,26.28,3,76.63,8
M8X2P9,1405,169,11,13307,26.28,3,76.62,8
M8X1G8,1406,169,9,13316,26.28,2,76.62,7
M8X1V2,1407,169,7,13323,26.28,2,76.62,5
M9B2K1,1408,169,6,13329,26.75,2,74.58,4
M4W2E8,1409,169,5,13334,26.22,1,76.87,4
M4W3X4,1410,169,4,13338,26.22,1,76.87,3
M4W3X3,1411,169,7,13345,26.22,2,76.87,5
M4W2E6,1412,169,55,13400,26.22,14,76.87,42
M4W2G2,1413,169,17,13417,26.22,4,76.87,13
M4W3X5,1414,169,19,13436,26.22,5,76.86,15
M9B2B3,1415,169,7,13443,26.75,2,74.57,5
M4W2E7,1416,169,20,13463,26.22,5,76.86,15
M4W2G3,1417,169,33,13496,26.22,9,76.86,25
M4W2E9,1418,169,17,13513,26.22,4,76.86,13
M4W2G1,1419,169,12,13525,26.22,3,76.86,9
M9B4Y8,1420,169,24,13549,26.75,6,74.56,18
M9B4Y2,1421,169,12,13561,26.75,3,74.56,9
M9B4Y4,1422,169,33,13594,26.75,9,74.56,25
M4G2Z6,1423,169,2,13596,26.21,1,76.89,2
M4G1A2,1424,169,3,13599,26.21,1,76.89,2
M4W3X2,1425,169,3,13602,26.22,1,76.85,2
M9B2B2,1426,169,10,13612,26.75,3,74.55,7
M9B2K2,1427,169,3,13615,26.75,1,74.55,2
M4G1A4,1428,169,5,13620,26.21,1,76.89,4
M8X1W7,1429,169,5,13625,26.28,1,76.58,4
M4G1A9,1430,169,8,13633,26.21,2,76.88,6
M4G1B8,1431,169,1,13634,26.21,0,76.88,1
M4G2Y7,1432,169,8,13642,26.21,2,76.87,6
M4G1A8,1433,169,14,13656,26.21,4,76.87,11
M4G1A1,1434,169,11,13667,26.21,3,76.87,8
M4G1B2,1435,169,12,13679,26.21,3,76.87,9
M4G1A5,1436,169,5,13684,26.21,1,76.87,4
M4G2Z3,1437,169,3,13687,26.21,1,76.87,2
M4G1A6,1438,169,17,13704,26.21,4,76.86,13
M3B3C8,1439,169,5,13709,25.82,1,78.55,4
M4G1A3,1440,169,8,13717,26.21,2,76.86,6
M4G2Z1,1441,169,4,13721,26.21,1,76.86,3
M3B3L5,1442,169,7,13728,25.82,2,78.55,5
M3B3M6,1443,169,14,13742,25.82,4,78.55,11
M3B3C2,1444,169,22,13764,25.82,6,78.54,17
M4G1B4,1445,169,6,13770,26.21,2,76.85,5
M3B3L3,1446,169,27,13797,25.82,7,78.54,21
M3B3G5,1447,169,10,13807,25.82,3,78.54,8
M3B3E8,1448,169,6,13813,25.82,2,78.54,5
M3B3B9,1449,169,20,13833,25.82,5,78.54,16
M3B3B8,1450,169,9,13842,25.82,2,78.54,7
M4G2Y9,1451,169,4,13846,26.21,1,76.85,3
M4G2Y8,1452,169,2,13848,26.21,1,76.84,2
M3B3C4,1453,169,2,13850,25.81,1,78.55,2
M3B3E5,1454,169,13,13863,25.81,3,78.55,10
L4J1Z6,1455,169,4,13867,25.78,1,78.67,3
M3B3C1,1456,169,20,13887,25.81,5,78.54,16
M3B3C5,1457,169,26,13913,25.81,7,78.54,20
M3B3C3,1458,169,2,13915,25.82,1,78.50,2
M4S2V8,1459,169,18,13933,26.03,5,77.55,14
M4S1M9,1460,169,11,13944,26.03,3,77.55,9
M5N2B4,1461,168,5,13949,26.51,1,75.43,4
L3T1C3,1462,168,1,13950,27.62,0,70.55,1
M3H5Z6,1463,168,42,13992,27.43,12,71.37,30
M5P1L3,1464,168,4,13996,26.65,1,74.75,3
M3H6A2,1465,168,20,14016,27.43,5,71.37,14
M8Y3Z2,1466,168,2,14018,27.69,1,70.21,1
M8Y2M8,1467,168,2,14020,27.69,1,70.20,1
M8Y2P2,1468,168,2,14022,27.69,1,70.20,1
M8Y3Z3,1469,168,1,14023,27.69,0,70.20,1
M8Y2P3,1470,168,1,14024,27.69,0,70.20,1
M8Y2N9,1471,168,6,14030,27.69,2,70.20,4
M8Y2N5,1472,168,17,14047,27.69,5,70.19,12
M8Y2P6,1473,168,16,14063,27.69,4,70.19,11
M8Y3V1,1474,168,7,14070,27.69,2,70.19,5
M8Y3R4,1475,168,13,14083,27.69,4,70.19,9
M8Y3R6,1476,168,15,14098,27.69,4,70.19,11
M8Y2N8,1477,168,15,14113,27.69,4,70.19,11
M8Y3V2,1478,168,7,14120,27.69,2,70.19,5
M8Y3T8,1479,168,16,14136,27.69,4,70.19,11
M8Y3T9,1480,168,6,14142,27.69,2,70.19,4
M8Y2N6,1481,168,13,14155,27.69,4,70.19,9
M8Y2N7,1482,168,12,14167,27.69,3,70.19,8
M8Y3R5,1483,168,18,14185,27.69,5,70.19,13
M4R2C5,1484,168,21,14206,28.44,6,66.94,14
M8Y3P5,1485,168,16,14222,27.69,4,70.18,11
M4R1G2,1486,168,27,14249,28.44,8,66.93,18
M8Y2P1,1487,168,6,14255,27.69,2,70.18,4
M8Y2P5,1488,168,12,14267,27.69,3,70.18,8
M8Y3R3,1489,168,11,14278,27.69,3,70.18,8
M8Y3Z1,1490,168,3,14281,27.69,1,70.16,2
M8Y2N2,1491,168,3,14284,27.69,1,70.16,2
L3T1J2,1492,168,3,14287,27.62,1,70.45,2
L3T2K5,1493,168,3,14290,27.62,1,70.45,2
M5N0A1,1494,168,43,14333,28.44,12,66.90,29
L3T1G3,1495,168,8,14341,27.62,2,70.43,6
L3T1J1,1496,168,20,14361,27.62,6,70.43,14
M8Y3V4,1497,168,2,14363,27.69,1,70.13,1
L3T2N6,1498,168,7,14370,27.62,2,70.43,5
L3T2N5,1499,168,7,14377,27.62,2,70.43,5
L3T1J3,1500,168,19,14396,27.62,5,70.42,13
L4J7A3,1501,168,11,14407,25.49,3,79.63,9
L4J6Y9,1502,168,10,14417,25.49,3,79.63,8
L4J7A1,1503,168,18,14435,25.48,5,79.63,14
M9A2K7,1504,168,1,14436,27.75,0,69.80,1
L3T1J6,1505,168,1,14437,27.62,0,70.35,1
M8Z0A3,1506,168,43,14480,26.33,11,75.77,33
M8Z0A2,1507,168,31,14511,26.33,8,75.76,23
M5P3E7,1508,168,18,14529,26.94,5,73.05,13
M5P2R9,1509,168,13,14542,26.94,4,73.04,9
M5P3E8,1510,168,15,14557,26.94,4,73.04,11
M5P1Z4,1511,168,9,14566,26.94,2,73.04,7
L4J2B4,1512,168,4,14570,27.12,1,72.26,3
L4J1E2,1513,168,3,14573,27.12,1,72.26,2
M2L2E5,1514,168,18,14591,27.82,5,69.22,12
M2L2E4,1515,168,20,14611,27.82,6,69.22,14
M2L2E6,1516,168,32,14643,27.82,9,69.22,22
M2L2W4,1517,168,20,14663,27.82,6,69.22,14
M2L2V2,1518,168,17,14680,27.82,5,69.22,12
M2L2C8,1519,168,13,14693,27.82,4,69.22,9
M2L2W1,1520,168,20,14713,27.82,6,69.22,14
L4J1Y9,1521,168,5,14718,27.12,1,72.25,4
L4J7A5,1522,168,10,14728,27.12,3,72.25,7
M2L2E3,1523,168,26,14754,27.82,7,69.22,18
M2L2C6,1524,168,12,14766,27.82,3,69.22,8
L4J2B5,1525,168,4,14770,27.12,1,72.25,3
M2L2X1,1526,168,6,14776,27.82,2,69.22,4
L4J1G5,1527,168,15,14791,27.12,4,72.25,11
L4J7A7,1528,168,10,14801,27.12,3,72.25,7
L4J7A6,1529,168,18,14819,27.12,5,72.25,13
M2L2X3,1530,168,11,14830,27.82,3,69.21,8
L4J2E5,1531,168,4,14834,27.12,1,72.25,3
L4J1E7,1532,168,13,14847,27.12,4,72.25,9
L4J1E8,1533,168,19,14866,27.12,5,72.25,14
M5P1Z2,1534,168,4,14870,26.94,1,73.03,3
L4J1C8,1535,168,12,14882,27.12,3,72.24,9
L4J1G3,1536,168,2,14884,27.12,1,72.24,1
L4J7P2,1537,168,2,14886,27.12,1,72.24,1
L4J6Y3,1538,168,18,14904,26.59,5,74.53,13
L4J6Y7,1539,168,10,14914,26.59,3,74.53,7
L4J7Z6,1540,168,1,14915,27.12,0,72.23,1
L4J2E6,1541,168,1,14916,27.12,0,72.22,1
L4J1C9,1542,168,3,14919,27.12,1,72.21,2
M9R1G3,1543,168,2,14921,29.46,1,62.07,1
M9R1G4,1544,168,2,14923,29.46,1,62.05,1
M9R1G5,1545,168,2,14925,29.46,1,62.04,1
M8X2K5,1546,168,35,14960,26.05,9,76.78,27
M8X1W5,1547,168,24,14984,26.05,6,76.78,18
M4G1V3,1548,168,4,14988,27.73,1,69.47,3
M4G1V1,1549,168,13,15001,27.73,4,69.46,9
M4G1V2,1550,168,17,15018,27.73,5,69.46,12
M4G1R9,1551,168,20,15038,27.73,6,69.46,14
M4G3J6,1552,168,17,15055,27.73,5,69.46,12
M4G3J4,1553,168,6,15061,27.73,2,69.46,4
M4G3G4,1554,168,15,15076,27.73,4,69.45,10
M8X2V3,1555,168,14,15090,27.01,4,72.55,10
M8X2V6,1556,168,21,15111,27.01,6,72.55,15
M8X2V1,1557,168,5,15116,27.01,1,72.54,4
M8X2T8,1558,168,6,15122,27.01,2,72.54,4
M5P2W8,1559,168,4,15126,26.47,1,74.85,3
M5P2Z8,1560,168,6,15132,26.47,2,74.85,4
M5P1T7,1561,168,11,15143,26.47,3,74.85,8
M8Y3T2,1562,168,1,15144,27.78,0,69.17,1
M5P1W4,1563,168,13,15157,26.47,3,74.84,10
M8Y4A6,1564,168,2,15159,27.78,1,69.16,1
M8Y3W9,1565,168,4,15163,27.78,1,69.16,3
M8Y2B1,1566,168,10,15173,27.78,3,69.16,7
M8Y2H7,1567,168,10,15183,27.78,3,69.15,7
M8Y3X2,1568,168,5,15188,27.78,1,69.15,3
M8Y3W6,1569,168,4,15192,27.78,1,69.15,3
M4B2Y7,1570,168,4,15196,28.37,1,66.59,3
M5P3A1,1571,168,2,15198,26.46,1,74.87,1
M8Y2J7,1572,168,15,15213,27.78,4,69.15,10
M8Y3W7,1573,168,8,15221,27.78,2,69.15,6
M8Y2J3,1574,168,12,15233,27.78,3,69.15,8
M8Y2H8,1575,168,13,15246,27.78,4,69.15,9
M8Y2H3,1576,168,14,15260,27.78,4,69.15,10
M8Y2E9,1577,168,12,15272,27.78,3,69.15,8
M8Y2J6,1578,168,11,15283,27.78,3,69.15,8
M8X1S5,1579,168,3,15286,25.99,1,76.90,2
M8Y2J2,1580,168,11,15297,27.78,3,69.14,8
M8Y3Z7,1581,168,8,15305,27.78,2,69.14,6
M8Y2H4,1582,168,13,15318,27.78,4,69.14,9
M8Y2K2,1583,168,14,15332,27.78,4,69.14,10
M8Y3W8,1584,168,1,15333,27.78,0,69.14,1
M4N3G2,1585,168,1,15334,23.21,0,88.94,1
M8Y2A7,1586,168,5,15339,27.78,1,69.14,3
M8Y2A8,1587,168,4,15343,27.78,1,69.14,3
M8Y2K7,1588,168,14,15357,27.78,4,69.14,10
M4B2Y4,1589,168,17,15374,28.37,5,66.58,11
M8Y2G5,1590,168,6,15380,27.78,2,69.14,4
M8Y3X1,1591,168,5,15385,27.78,1,69.13,3
M8Y3X3,1592,168,4,15389,27.78,1,69.13,3
M5P2Z6,1593,168,9,15398,26.46,2,74.85,7
M5P2Z4,1594,168,4,15402,26.46,1,74.85,3
M5P1W6,1595,168,12,15414,26.46,3,74.85,9
M5P1V3,1596,168,11,15425,26.46,3,74.85,8
M5P1T2,1597,168,18,15443,26.46,5,74.85,13
M4B2Y8,1598,168,6,15449,28.37,2,66.57,4
M5P1S7,1599,168,16,15465,26.46,4,74.85,12
M5P1T6,1600,168,8,15473,26.46,2,74.84,6
M5P1T3,1601,168,11,15484,26.46,3,74.84,8
M5P1W3,1602,168,11,15495,26.46,3,74.84,8
M5P1M7,1603,168,6,15501,26.46,2,74.84,4
M5P1M8,1604,168,8,15509,26.46,2,74.84,6
M5P1V4,1605,168,4,15513,26.46,1,74.84,3
L3T6X3,1606,168,16,15529,24.56,4,83.07,13
M5M3N2,1607,168,2,15531,27.19,1,71.67,1
L3T6Z4,1608,168,16,15547,24.56,4,83.07,13
M4N3G4,1609,168,2,15549,23.21,0,88.91,2
L3T6Z5,1610,168,16,15565,24.56,4,83.06,13
L3T6X5,1611,168,17,15582,24.56,4,83.06,14
L3T6Z7,1612,168,17,15599,24.56,4,83.06,14
M5P1V5,1613,168,3,15602,26.46,1,74.83,2
M4N3J8,1614,168,2,15604,23.21,0,88.90,2
M5M1K8,1615,168,39,15643,27.19,11,71.66,28
M5M1M6,1616,168,43,15686,27.19,12,71.66,31
M8Y3S3,1617,168,1,15687,29.87,0,60.05,1
M5M1J1,1618,168,40,15727,27.19,11,71.66,29
L3T6Z6,1619,168,8,15735,24.56,2,83.05,7
M4N3J7,1620,168,9,15744,23.21,2,88.89,8
M5M3J9,1621,168,2,15746,27.19,1,71.65,1
M4N1E5,1622,168,9,15755,23.21,2,88.89,8
M4N1G8,1623,168,7,15762,23.21,2,88.88,6
M4N2X3,1624,168,9,15771,27.95,3,68.35,6
M5P3A2,1625,168,1,15772,26.46,0,74.80,1
M4N3G5,1626,168,1,15773,23.20,0,88.91,1
M8Y3S9,1627,168,1,15774,27.78,0,69.07,1
M8X1R5,1628,168,37,15811,25.97,10,76.91,28
M4N1C9,1629,168,6,15817,23.20,1,88.89,5
M4N1G9,1630,168,6,15823,23.20,1,88.89,5
M8Y3V9,1631,168,4,15827,29.87,1,60.00,2
M4N1J4,1632,168,12,15839,23.20,3,88.89,11
M4N1E1,1633,168,3,15842,23.20,1,88.88,3
M4N1J6,1634,168,7,15849,23.20,2,88.88,6
M4N1E4,1635,168,9,15858,23.20,2,88.88,8
M4N1B5,1636,168,5,15863,23.20,1,88.88,4
M4N1B3,1637,168,7,15870,23.20,2,88.88,6
M5P2W7,1638,168,1,15871,26.46,0,74.75,1
M4N1C8,1639,168,8,15879,23.20,2,88.88,7
M4N3J9,1640,168,3,15882,23.20,1,88.87,3
M4N3G6,1641,168,1,15883,23.20,0,88.86,1
M8X1L8,1642,168,7,15890,27.30,2,71.08,5
M8X1L6,1643,168,6,15896,27.30,2,71.08,4
M4G3J8,1644,168,15,15911,25.69,4,78.06,12
M8X2K2,1645,168,6,15917,27.30,2,71.08,4
M8X2H3,1646,168,10,15927,27.30,3,71.08,7
M8X2E8,1647,168,8,15935,27.30,2,71.08,6
M8X2L5,1648,168,7,15942,27.30,2,71.08,5
M8X2L2,1649,168,10,15952,27.30,3,71.07,7
M8X1L5,1650,168,6,15958,27.30,2,71.07,4
M8X2L7,1651,168,12,15970,27.30,3,71.07,9
M8X2H2,1652,168,5,15975,27.30,1,71.07,4
M8X2H1,1653,168,6,15981,27.30,2,71.07,4
M8X2J4,1654,168,11,15992,27.30,3,71.07,8
M8X1M1,1655,168,6,15998,27.30,2,71.07,4
M8X2L1,1656,168,13,16011,27.30,4,71.07,9
M8X2L3,1657,168,12,16023,27.30,3,71.07,9
M8X2K1,1658,168,9,16032,27.30,2,71.07,6
M8X2J2,1659,168,9,16041,27.30,2,71.07,6
M8X1L4,1660,168,4,16045,27.30,1,71.07,3
M8X2K9,1661,168,13,16058,27.30,4,71.07,9
M8X2H4,1662,168,11,16069,27.30,3,71.07,8
M8X2E6,1663,168,4,16073,27.30,1,71.07,3
M8X2K3,1664,168,12,16085,27.30,3,71.07,9
M8X2J5,1665,168,7,16092,27.30,2,71.07,5
M8X2J9,1666,168,16,16108,27.30,4,71.06,11
M8X2J3,1667,168,8,16116,27.30,2,71.06,6
M8X1L2,1668,168,4,16120,27.30,1,71.06,3
M8X1L3,1669,168,3,16123,27.30,1,71.06,2
M8X2M2,1670,168,2,16125,24.54,0,82.96,2
M8X2R1,1671,168,3,16128,24.54,1,82.95,2
M8X2R2,1672,168,2,16130,24.54,0,82.95,2
M8X2W7,1673,168,1,16131,27.30,0,70.99,1
M8X1P7,1674,168,1,16132,25.88,0,77.14,1
M8X1S2,1675,168,14,16146,24.54,3,82.94,12
M8X1T1,1676,168,18,16164,24.54,4,82.94,15
M8X1S7,1677,168,18,16182,24.54,4,82.94,15
M8X1S6,1678,168,18,16200,24.54,4,82.94,15
M8X1P9,1679,168,14,16214,24.54,3,82.94,12
M8X1S1,1680,168,12,16226,24.54,3,82.94,10
M8X2L8,1681,168,1,16227,24.54,0,82.94,1
M8X1R1,1682,168,12,16239,24.54,3,82.94,10
M8X2R3,1683,168,7,16246,24.54,2,82.93,6
M8X2R4,1684,168,6,16252,24.54,1,82.93,5
M8X1R6,1685,168,4,16256,25.88,1,77.12,3
M8X1R7,1686,168,5,16261,25.88,1,77.11,4
M8X1P8,1687,168,3,16264,25.88,1,77.11,2
M8X2J1,1688,168,12,16276,25.88,3,77.11,9
M8X1R8,1689,168,4,16280,25.88,1,77.11,3
M8X2H9,1690,168,11,16291,25.88,3,77.11,8
M8X1P1,1691,168,2,16293,25.88,1,77.11,2
M8X1R9,1692,168,13,16306,25.88,3,77.10,10
M8X1P2,1693,168,3,16309,25.88,1,77.10,2
M8X1N9,1694,168,2,16311,25.88,1,77.09,2
M8X1P6,1695,168,1,16312,25.88,0,77.08,1
M4S1S7,1696,167,11,16323,25.76,3,77.56,9
M4S2T1,1697,167,17,16340,25.76,4,77.56,13
M4S1S9,1698,167,11,16351,25.76,3,77.55,9
L4J4V7,1699,167,16,16367,27.74,4,68.98,11
M4S2W6,1700,167,17,16384,25.76,4,77.55,13
M4S1N1,1701,167,11,16395,25.76,3,77.55,9
M4S2V7,1702,167,19,16414,25.76,5,77.55,15
M4S1S6,1703,167,11,16425,25.76,3,77.55,9
M4S1M8,1704,167,11,16436,25.76,3,77.55,9
M4S2T9,1705,167,15,16451,25.76,4,77.55,12
M4S2T8,1706,167,15,16466,25.76,4,77.54,12
L4J7S4,1707,167,35,16501,25.81,9,77.26,27
M5N3A9,1708,167,48,16549,28.20,14,66.90,32
M9B2V6,1709,167,14,16563,29.19,4,62.56,9
M9B3N8,1710,167,2,16565,29.19,1,62.56,1
M9B2V1,1711,167,12,16577,29.19,4,62.56,8
M9B5G8,1712,167,3,16580,29.19,1,62.56,2
L4J4T7,1713,167,17,16597,27.75,5,68.79,12
M2N1T5,1714,167,12,16609,28.21,3,66.68,8
M2N2M7,1715,167,5,16614,28.21,1,66.68,3
M2N2L2,1716,167,5,16619,28.21,1,66.68,3
M9A2L1,1717,167,1,16620,27.48,0,69.84,1
M9A1L2,1718,167,12,16632,27.48,3,69.84,8
M9A1L3,1719,167,11,16643,27.48,3,69.83,8
M2N2M6,1720,167,7,16650,28.21,2,66.67,5
M2N1T7,1721,167,15,16665,28.21,4,66.67,10
M2N1W1,1722,167,11,16676,28.21,3,66.67,7
M9A1J3,1723,167,1,16677,27.47,0,69.87,1
M9A1K2,1724,167,4,16681,27.47,1,69.87,3
M9A1J8,1725,167,2,16683,27.48,1,69.83,1
M2N1T8,1726,167,7,16690,28.21,2,66.66,5
M9A1L5,1727,167,4,16694,27.47,1,69.86,3
M9A1J5,1728,167,2,16696,27.47,1,69.85,1
L4J7A8,1729,167,9,16705,27.06,2,71.62,6
M9A1K6,1730,167,11,16716,27.47,3,69.84,8
M9A1J9,1731,167,14,16730,27.47,4,69.84,10
M9A1J7,1732,167,8,16738,27.47,2,69.84,6
M9B2L2,1733,167,6,16744,26.38,2,74.56,4
M9A3K4,1734,167,9,16753,27.47,2,69.84,6
M9A3K7,1735,167,12,16765,27.47,3,69.84,8
M9A1L4,1736,167,5,16770,27.47,1,69.84,3
M9A1M2,1737,167,10,16780,27.47,3,69.84,7
M9A3K6,1738,167,11,16791,27.47,3,69.84,8
M9A5E8,1739,167,1,16792,27.47,0,69.84,1
M9A1J4,1740,167,5,16797,27.47,1,69.84,3
M9A1K8,1741,167,12,16809,27.47,3,69.84,8
M9A5E9,1742,167,3,16812,27.47,1,69.83,2
M9A1M1,1743,167,14,16826,27.47,4,69.83,10
M9A1K1,1744,167,14,16840,27.47,4,69.83,10
M9B2J9,1745,167,10,16850,26.38,3,74.56,7
M9A1J6,1746,167,8,16858,27.47,2,69.83,6
M9B4Z1,1747,167,5,16863,26.38,1,74.55,4
M9A1K7,1748,167,6,16869,27.47,2,69.83,4
M9A2K6,1749,167,2,16871,27.47,1,69.83,1
M9B2K3,1750,167,2,16873,26.38,1,74.54,1
M3B3G8,1751,167,1,16874,24.09,0,84.45,1
M9A2K9,1752,167,1,16875,27.47,0,69.80,1
L3T1V7,1753,167,11,16886,26.93,3,72.14,8
M9A2K8,1754,167,1,16887,27.47,0,69.80,1
L3T3A3,1755,167,18,16905,26.93,5,72.14,13
M9A5G7,1756,167,1,16906,27.47,0,69.80,1
L3T1V6,1757,167,10,16916,26.93,3,72.14,7
L3T2Z5,1758,167,18,16934,26.93,5,72.13,13
L3T3A1,1759,167,2,16936,26.93,1,72.13,1
L3T1V2,1760,167,15,16951,26.93,4,72.13,11
